260717 15:50:12.240| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:12.240| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:12.240| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:13.245| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:13.245| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:13.245| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:14.250| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:14.251| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:14.251| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:15.251| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:15.252| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:15.252| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:16.044| dbg| AlarmClrCon|            | Start connect to: 127.0.0.1:11536
260717 15:50:16.044| ERR| AlarmClrCon|            | Connect failed: Connection refused
260717 15:50:16.044| dbg| AlarmClrCon|            | Will try to connect in 5 sec
260717 15:50:16.253| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:16.253| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:16.253| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:17.254| dbg| DiamAgent  | _3GppCx(16777216)| Send recovery CER to: hss.iskratechno
260717 15:50:17.254| dbg| DiamAgent  | _3GppCx(16777216)| Create a new outgoing connection to the host: hss.iskratechno, addr: 192.168.11.135:3868), connection state: Idle -> wait CEA
260717 15:50:17.254| dbg| SctpTrans  | Diameter 1 | Creating client connection with: 192.168.11.135:3868
260717 15:50:17.254| dbg| SctpConn   | 192.168.11.135:3868| Connection created
260717 15:50:17.254| dbg| SctpConn   | 192.168.11.135:3868| Start connecting
260717 15:50:17.255| dbg| SctpTrans  | Diameter 1 | Sending message (DiameterMessageType::CapabilitiesExchangeReq) to: 192.168.11.135:3868:
Out.DiameterMsg._msgId._hopByHopId = 1784285342
Out.DiameterMsg._msgId._endToEndId = 1784285342
Out.DiameterMsg._value._originHostAndRealm = Host: scscf.iskratechno, Realm: iskratechno
Out.DiameterMsg._value._ipAddrs.0 = Ip: 192.168.11.134
Out.DiameterMsg._value._vendorId = 0
Out.DiameterMsg._value._productName = ump_scscf
Out.DiameterMsg._value._supportedVendorIds.0 = 10415
Out.DiameterMsg._value._supportedVendorIds.1 = 13019
Out.DiameterMsg._value._vendorSpecificAppIds.0 = VendorId: 10415, AppId: 16777216
Out.DiameterMsg._value._originStateId = 1873908129
Out.DiameterMsg._appId = DiameterCommon(0)
Out.DiameterMsg._isRetransmitted = FALSE
Out.DiameterMsg._isTraced = <hidden>

260717 15:50:17.255| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:17.255| dbg| SctpConn   | 192.168.11.135:3868| Connection established
260717 15:50:17.255| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:17.255| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:18.267| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:18.268| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:18.268| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:19.270| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:19.270| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:19.270| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:20.274| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:20.274| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:20.274| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:20.289| dbg| DiamAgent  | _3GppCx(16777216)| The waiting time for a message (Capabilities-Exchange Answer) from host: hss.iskratechno addr: 192.168.11.135:3868 has expired, connection state: wait CEA -> Disconnect
260717 15:50:20.289| dbg| SctpConn   | 192.168.11.135:3868| Socket read error: Operation canceled, connection will be closed
260717 15:50:20.289| dbg| SctpConn   | 192.168.11.135:3868| Connection destroyed
260717 15:50:21.045| dbg| AlarmClrCon|            | Start connect to: 127.0.0.1:11536
260717 15:50:21.046| ERR| AlarmClrCon|            | Connect failed: Connection refused
260717 15:50:21.046| dbg| AlarmClrCon|            | Will try to connect in 5 sec
260717 15:50:21.274| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:21.275| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:21.275| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:22.278| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:22.278| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:22.278| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:23.281| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:23.281| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:23.281| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:24.282| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:24.282| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:24.282| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:25.285| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:25.285| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:25.285| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:26.046| dbg| AlarmClrCon|            | Start connect to: 127.0.0.1:11536
260717 15:50:26.046| ERR| AlarmClrCon|            | Connect failed: Connection refused
260717 15:50:26.046| dbg| AlarmClrCon|            | Will try to connect in 5 sec
260717 15:50:26.286| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:26.286| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:26.286| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:27.289| dbg| DiamAgent  | _3GppCx(16777216)| Send recovery CER to: hss.iskratechno
260717 15:50:27.290| dbg| DiamAgent  | _3GppCx(16777216)| Create a new outgoing connection to the host: hss.iskratechno, addr: 192.168.11.135:3868), connection state: Idle -> wait CEA
260717 15:50:27.290| dbg| SctpTrans  | Diameter 1 | Creating client connection with: 192.168.11.135:3868
260717 15:50:27.290| dbg| SctpConn   | 192.168.11.135:3868| Connection created
260717 15:50:27.290| dbg| SctpConn   | 192.168.11.135:3868| Start connecting
260717 15:50:27.290| dbg| SctpTrans  | Diameter 1 | Sending message (DiameterMessageType::CapabilitiesExchangeReq) to: 192.168.11.135:3868:
Out.DiameterMsg._msgId._hopByHopId = 1784285343
Out.DiameterMsg._msgId._endToEndId = 1784285343
Out.DiameterMsg._value._originHostAndRealm = Host: scscf.iskratechno, Realm: iskratechno
Out.DiameterMsg._value._ipAddrs.0 = Ip: 192.168.11.134
Out.DiameterMsg._value._vendorId = 0
Out.DiameterMsg._value._productName = ump_scscf
Out.DiameterMsg._value._supportedVendorIds.0 = 10415
Out.DiameterMsg._value._supportedVendorIds.1 = 13019
Out.DiameterMsg._value._vendorSpecificAppIds.0 = VendorId: 10415, AppId: 16777216
Out.DiameterMsg._value._originStateId = 1873908129
Out.DiameterMsg._appId = DiameterCommon(0)
Out.DiameterMsg._isRetransmitted = FALSE
Out.DiameterMsg._isTraced = <hidden>

260717 15:50:27.290| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:27.290| dbg| SctpConn   | 192.168.11.135:3868| Connection established
260717 15:50:27.290| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:27.290| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:28.292| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:28.292| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:28.292| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:29.294| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:29.294| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:29.294| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:30.296| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:30.296| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:30.296| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:30.437| dbg| DiamAgent  | _3GppCx(16777216)| The waiting time for a message (Capabilities-Exchange Answer) from host: hss.iskratechno addr: 192.168.11.135:3868 has expired, connection state: wait CEA -> Disconnect
260717 15:50:30.437| dbg| SctpConn   | 192.168.11.135:3868| Socket read error: Operation canceled, connection will be closed
260717 15:50:30.437| dbg| SctpConn   | 192.168.11.135:3868| Connection destroyed
260717 15:50:31.047| dbg| AlarmClrCon|            | Start connect to: 127.0.0.1:11536
260717 15:50:31.047| ERR| AlarmClrCon|            | Connect failed: Connection refused
260717 15:50:31.047| dbg| AlarmClrCon|            | Will try to connect in 5 sec
260717 15:50:31.296| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:31.297| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:31.297| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:32.303| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:32.303| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:32.303| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:33.303| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:33.304| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:33.304| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:34.305| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:34.305| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:34.305| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:35.307| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:35.307| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:35.307| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:36.049| dbg| AlarmClrCon|            | Start connect to: 127.0.0.1:11536
260717 15:50:36.049| ERR| AlarmClrCon|            | Connect failed: Connection refused
260717 15:50:36.049| dbg| AlarmClrCon|            | Will try to connect in 5 sec
260717 15:50:36.307| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:36.307| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:36.307| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:36.925| dbg| SipTransUdp| 0          | Decoded SIP message from: 192.168.11.134:5061:
In.SipRequest._flags = UserId: 0, TransactionTimeoutSec: <Unknown>, IsTraced: 0
In.SipRequest._head._requestLine = Method: REGISTER, RequestUri: Uri: sip:ims.it.ru, Parameters: , Headers: , SipVersion: 2.0
In.SipRequest._head._via.0 = SentProtocol: Name: SIP, Version: 2.0, Transport: Udp, SentBy: icscf.ims.it.ru:5065, Branch: z9hG4bK-1647147-1-0, Received: <Unknown>, Rport: <Unknown>, GenericParams: sz: 0 :
In.SipRequest._head._via.1 = SentProtocol: Name: SIP, Version: 2.0, Transport: Udp, SentBy: 192.168.35.187:5060, Branch: z9hG4bKfpdurv10dgfr1iu8cb00.1, Received: <Unknown>, Rport: <Unknown>, GenericParams: sz: 0 :
In.SipRequest._head._via.2 = SentProtocol: Name: SIP, Version: 2.0, Transport: Udp, SentBy: 192.168.10.25:5060, Branch: z9hG4bK4132783461, Received: <Unknown>, Rport: <Unknown>, GenericParams: sz: 0 :
In.SipRequest._head._callId = 1///1-1647147@192.168.11.134
In.SipRequest._head._cSeq = Number: 1, Method: REGISTER
In.SipRequest._head._from = DisplayName: <Unknown>, Uri: Uri: sip:001011001002056@ims.it.ru, Parameters: , Headers: , Tag: 16471470, GenericParams: sz: 0 :
In.SipRequest._head._to = DisplayName: <Unknown>, Uri: Uri: sip:001011001002056@ims.it.ru, Parameters: , Headers: , Tag: <Unknown>, GenericParams: sz: 0 :
In.SipRequest._head._contact = Type: ContactParamList, Value: sz: 1 : DisplayName: <Unknown>, SipUri: Uri: sip:192.168.35.187:5060, Parameters: , Headers: , Params: Expires: <Unknown>
In.SipRequest._head._expires = 15
In.SipRequest._head._maxForwards = 70
In.SipRequest._head._contentLength = 0
In.SipRequest._head._x.P-Access-Network-Info = 3GPP-E-UTRAN-FDD;utran-cell-id-3gpp=0010100C90000101
In.SipRequest._body._data = 

260717 15:50:36.926| dbg| UasTransMng|            | New transaction created, id: Branch: z9hG4bK-1647147-1-0, Method: REGISTER, sent by: 192.168.11.134:5061
260717 15:50:36.926| dbg| RegistrMng |            | Request authorization vectors with scheme: Unknown(4) for IMPI: 001011001002056@ims.it.ru
260717 15:50:36.926| dbg| DiamAgent  | _3GppCx(16777216)| Create a new outgoing connection to the host: hss.iskratechno, addr: 192.168.11.135:3868), connection state: Idle -> wait CEA
260717 15:50:36.926| dbg| SctpTrans  | Diameter 1 | Creating client connection with: 192.168.11.135:3868
260717 15:50:36.926| dbg| SctpConn   | 192.168.11.135:3868| Connection created
260717 15:50:36.926| dbg| SctpConn   | 192.168.11.135:3868| Start connecting
260717 15:50:36.926| dbg| SctpTrans  | Diameter 1 | Sending message (DiameterMessageType::CapabilitiesExchangeReq) to: 192.168.11.135:3868:
Out.DiameterMsg._msgId._hopByHopId = 1784285344
Out.DiameterMsg._msgId._endToEndId = 1784285344
Out.DiameterMsg._value._originHostAndRealm = Host: scscf.iskratechno, Realm: iskratechno
Out.DiameterMsg._value._ipAddrs.0 = Ip: 192.168.11.134
Out.DiameterMsg._value._vendorId = 0
Out.DiameterMsg._value._productName = ump_scscf
Out.DiameterMsg._value._supportedVendorIds.0 = 10415
Out.DiameterMsg._value._supportedVendorIds.1 = 13019
Out.DiameterMsg._value._vendorSpecificAppIds.0 = VendorId: 10415, AppId: 16777216
Out.DiameterMsg._value._originStateId = 1873908129
Out.DiameterMsg._appId = DiameterCommon(0)
Out.DiameterMsg._isRetransmitted = FALSE
Out.DiameterMsg._isTraced = <hidden>

260717 15:50:36.926| dbg| SctpConn   | 192.168.11.135:3868| Connection established
260717 15:50:37.308| dbg| DiamAgent  | _3GppCx(16777216)| Send recovery CER to: hss.iskratechno
260717 15:50:37.308| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:37.308| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:37.308| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:37.425| dbg| SipTransUdp| 0          | Decoded SIP message from: 192.168.11.134:5061:
In.SipRequest._flags = UserId: 0, TransactionTimeoutSec: <Unknown>, IsTraced: 0
In.SipRequest._head._requestLine = Method: REGISTER, RequestUri: Uri: sip:ims.it.ru, Parameters: , Headers: , SipVersion: 2.0
In.SipRequest._head._via.0 = SentProtocol: Name: SIP, Version: 2.0, Transport: Udp, SentBy: icscf.ims.it.ru:5065, Branch: z9hG4bK-1647147-1-0, Received: <Unknown>, Rport: <Unknown>, GenericParams: sz: 0 :
In.SipRequest._head._via.1 = SentProtocol: Name: SIP, Version: 2.0, Transport: Udp, SentBy: 192.168.35.187:5060, Branch: z9hG4bKfpdurv10dgfr1iu8cb00.1, Received: <Unknown>, Rport: <Unknown>, GenericParams: sz: 0 :
In.SipRequest._head._via.2 = SentProtocol: Name: SIP, Version: 2.0, Transport: Udp, SentBy: 192.168.10.25:5060, Branch: z9hG4bK4132783461, Received: <Unknown>, Rport: <Unknown>, GenericParams: sz: 0 :
In.SipRequest._head._callId = 1///1-1647147@192.168.11.134
In.SipRequest._head._cSeq = Number: 1, Method: REGISTER
In.SipRequest._head._from = DisplayName: <Unknown>, Uri: Uri: sip:001011001002056@ims.it.ru, Parameters: , Headers: , Tag: 16471470, GenericParams: sz: 0 :
In.SipRequest._head._to = DisplayName: <Unknown>, Uri: Uri: sip:001011001002056@ims.it.ru, Parameters: , Headers: , Tag: <Unknown>, GenericParams: sz: 0 :
In.SipRequest._head._contact = Type: ContactParamList, Value: sz: 1 : DisplayName: <Unknown>, SipUri: Uri: sip:192.168.35.187:5060, Parameters: , Headers: , Params: Expires: <Unknown>
In.SipRequest._head._expires = 15
In.SipRequest._head._maxForwards = 70
In.SipRequest._head._contentLength = 0
In.SipRequest._head._x.P-Access-Network-Info = 3GPP-E-UTRAN-FDD;utran-cell-id-3gpp=0010100C90000101
In.SipRequest._body._data = 

260717 15:50:38.311| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:38.311| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:38.311| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:38.430| dbg| SipTransUdp| 0          | Decoded SIP message from: 192.168.11.134:5061:
In.SipRequest._flags = UserId: 0, TransactionTimeoutSec: <Unknown>, IsTraced: 0
In.SipRequest._head._requestLine = Method: REGISTER, RequestUri: Uri: sip:ims.it.ru, Parameters: , Headers: , SipVersion: 2.0
In.SipRequest._head._via.0 = SentProtocol: Name: SIP, Version: 2.0, Transport: Udp, SentBy: icscf.ims.it.ru:5065, Branch: z9hG4bK-1647147-1-0, Received: <Unknown>, Rport: <Unknown>, GenericParams: sz: 0 :
In.SipRequest._head._via.1 = SentProtocol: Name: SIP, Version: 2.0, Transport: Udp, SentBy: 192.168.35.187:5060, Branch: z9hG4bKfpdurv10dgfr1iu8cb00.1, Received: <Unknown>, Rport: <Unknown>, GenericParams: sz: 0 :
In.SipRequest._head._via.2 = SentProtocol: Name: SIP, Version: 2.0, Transport: Udp, SentBy: 192.168.10.25:5060, Branch: z9hG4bK4132783461, Received: <Unknown>, Rport: <Unknown>, GenericParams: sz: 0 :
In.SipRequest._head._callId = 1///1-1647147@192.168.11.134
In.SipRequest._head._cSeq = Number: 1, Method: REGISTER
In.SipRequest._head._from = DisplayName: <Unknown>, Uri: Uri: sip:001011001002056@ims.it.ru, Parameters: , Headers: , Tag: 16471470, GenericParams: sz: 0 :
In.SipRequest._head._to = DisplayName: <Unknown>, Uri: Uri: sip:001011001002056@ims.it.ru, Parameters: , Headers: , Tag: <Unknown>, GenericParams: sz: 0 :
In.SipRequest._head._contact = Type: ContactParamList, Value: sz: 1 : DisplayName: <Unknown>, SipUri: Uri: sip:192.168.35.187:5060, Parameters: , Headers: , Params: Expires: <Unknown>
In.SipRequest._head._expires = 15
In.SipRequest._head._maxForwards = 70
In.SipRequest._head._contentLength = 0
In.SipRequest._head._x.P-Access-Network-Info = 3GPP-E-UTRAN-FDD;utran-cell-id-3gpp=0010100C90000101
In.SipRequest._body._data = 

260717 15:50:39.314| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:39.314| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:39.314| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:40.117| dbg| DiamAgent  | _3GppCx(16777216)| The waiting time for a message (Capabilities-Exchange Answer) from host: hss.iskratechno addr: 192.168.11.135:3868 has expired, connection state: wait CEA -> Disconnect
260717 15:50:40.117| dbg| SctpConn   | 192.168.11.135:3868| Socket read error: Operation canceled, connection will be closed
260717 15:50:40.117| dbg| SctpConn   | 192.168.11.135:3868| Connection destroyed
260717 15:50:40.117| dbg| RegistrMng |            | Process Diameter msg: DiameterMessageType::MultimediaAuthResp
260717 15:50:40.117| ERR| RegistrMng |            | Unsuccessful MAA result received: DiameterBaseResultCode::UnableToDeliver
260717 15:50:40.117| dbg| UasTransMng|            | Changing transaction state: Branch: z9hG4bK-1647147-1-0, Method: REGISTER from: TransactionState::Trying to: TransactionState::Completed
260717 15:50:40.117| dbg| UasTransMng|            | Starting Timer J for transaction: Branch: z9hG4bK-1647147-1-0, Method: REGISTER
260717 15:50:40.117| dbg| RegistrMng |            | Delete registration for IMPU: sip:001011001002056@ims.it.ru
260717 15:50:40.117| dbg| SipIfaceThr|            | SIP message to send to: 192.168.11.134:5061, transport: Udp:
Out.SipResponse._flags = UserId: 0, TransactionTimeoutSec: <Unknown>, IsTraced: 0
Out.SipResponse._head._statusLine = StatusCode: TemporarilyUnavailable(480), ReasonPhrase: 
Out.SipResponse._head._via.0 = SentProtocol: Name: SIP, Version: 2.0, Transport: Udp, SentBy: icscf.ims.it.ru:5065, Branch: z9hG4bK-1647147-1-0, Received: <Unknown>, Rport: <Unknown>, GenericParams: sz: 0 :
Out.SipResponse._head._via.1 = SentProtocol: Name: SIP, Version: 2.0, Transport: Udp, SentBy: 192.168.35.187:5060, Branch: z9hG4bKfpdurv10dgfr1iu8cb00.1, Received: <Unknown>, Rport: <Unknown>, GenericParams: sz: 0 :
Out.SipResponse._head._via.2 = SentProtocol: Name: SIP, Version: 2.0, Transport: Udp, SentBy: 192.168.10.25:5060, Branch: z9hG4bK4132783461, Received: <Unknown>, Rport: <Unknown>, GenericParams: sz: 0 :
Out.SipResponse._head._callId = 1///1-1647147@192.168.11.134
Out.SipResponse._head._cSeq = Number: 1, Method: REGISTER
Out.SipResponse._head._from = DisplayName: <Unknown>, Uri: Uri: sip:001011001002056@ims.it.ru, Parameters: , Headers: , Tag: 16471470, GenericParams: sz: 0 :
Out.SipResponse._head._to = DisplayName: <Unknown>, Uri: Uri: sip:001011001002056@ims.it.ru, Parameters: , Headers: , Tag: <Unknown>, GenericParams: sz: 0 :
Out.SipResponse._head._contact = Type: Dummy, Value: 
Out.SipResponse._body._data = 

260717 15:50:40.118| dbg| SipTransUdp| 0          | Decoded SIP message from: 192.168.11.134:5061:
In.SipRequest._flags = UserId: 0, TransactionTimeoutSec: <Unknown>, IsTraced: 0
In.SipRequest._head._requestLine = Method: BYE, RequestUri: Uri: sip:001011001002056@ims.it.ru, Parameters: , Headers: , SipVersion: 2.0
In.SipRequest._head._via.0 = SentProtocol: Name: SIP, Version: 2.0, Transport: Udp, SentBy: 192.168.11.134:5061, Branch: z9hG4bK-1647147-1-0, Received: <Unknown>, Rport: <Unknown>, GenericParams: sz: 0 :
In.SipRequest._head._callId = 1-1647147@192.168.11.134
In.SipRequest._head._cSeq = Number: 2, Method: BYE
In.SipRequest._head._from = DisplayName: <Unknown>, Uri: Uri: sip:001011001002056@ims.it.ru, Parameters: , Headers: , Tag: 16471470, GenericParams: sz: 0 :
In.SipRequest._head._to = DisplayName: <Unknown>, Uri: Uri: sip:001011001002056@ims.it.ru, Parameters: , Headers: , Tag: <Unknown>, GenericParams: sz: 0 :
In.SipRequest._head._contact = Type: ContactParamList, Value: sz: 1 : DisplayName: <Unknown>, SipUri: Uri: sip:sipp@192.168.11.134:5061, Parameters: transport=UDP, Headers: , Params: Expires: <Unknown>
In.SipRequest._head._maxForwards = 70
In.SipRequest._head._contentLength = 0
In.SipRequest._body._data = 

260717 15:50:40.118| dbg| UasTransMng|            | New transaction created, id: Branch: z9hG4bK-1647147-1-0, Method: BYE, sent by: 192.168.11.134:5061
260717 15:50:40.118| WRN| SCSCF      |            | Unsupported SIP method received
260717 15:50:40.315| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:40.315| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:40.315| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:41.057| dbg| AlarmClrCon|            | Start connect to: 127.0.0.1:11536
260717 15:50:41.057| ERR| AlarmClrCon|            | Connect failed: Connection refused
260717 15:50:41.057| dbg| AlarmClrCon|            | Will try to connect in 5 sec
260717 15:50:41.318| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:41.318| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:41.318| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:42.319| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:42.319| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:42.319| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:43.320| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:43.321| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:43.321| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:44.322| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:44.322| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:44.322| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:45.324| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:45.324| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:45.324| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:46.058| dbg| AlarmClrCon|            | Start connect to: 127.0.0.1:11536
260717 15:50:46.058| ERR| AlarmClrCon|            | Connect failed: Connection refused
260717 15:50:46.058| dbg| AlarmClrCon|            | Will try to connect in 5 sec
260717 15:50:46.324| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:46.325| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:46.325| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:47.328| dbg| DiamAgent  | _3GppCx(16777216)| Send recovery CER to: hss.iskratechno
260717 15:50:47.328| dbg| DiamAgent  | _3GppCx(16777216)| Create a new outgoing connection to the host: hss.iskratechno, addr: 192.168.11.135:3868), connection state: Idle -> wait CEA
260717 15:50:47.328| dbg| SctpTrans  | Diameter 1 | Creating client connection with: 192.168.11.135:3868
260717 15:50:47.328| dbg| SctpConn   | 192.168.11.135:3868| Connection created
260717 15:50:47.328| dbg| SctpConn   | 192.168.11.135:3868| Start connecting
260717 15:50:47.328| dbg| SctpTrans  | Diameter 1 | Sending message (DiameterMessageType::CapabilitiesExchangeReq) to: 192.168.11.135:3868:
Out.DiameterMsg._msgId._hopByHopId = 1784285345
Out.DiameterMsg._msgId._endToEndId = 1784285345
Out.DiameterMsg._value._originHostAndRealm = Host: scscf.iskratechno, Realm: iskratechno
Out.DiameterMsg._value._ipAddrs.0 = Ip: 192.168.11.134
Out.DiameterMsg._value._vendorId = 0
Out.DiameterMsg._value._productName = ump_scscf
Out.DiameterMsg._value._supportedVendorIds.0 = 10415
Out.DiameterMsg._value._supportedVendorIds.1 = 13019
Out.DiameterMsg._value._vendorSpecificAppIds.0 = VendorId: 10415, AppId: 16777216
Out.DiameterMsg._value._originStateId = 1873908129
Out.DiameterMsg._appId = DiameterCommon(0)
Out.DiameterMsg._isRetransmitted = FALSE
Out.DiameterMsg._isTraced = <hidden>

260717 15:50:47.328| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:47.328| dbg| SctpConn   | 192.168.11.135:3868| Connection established
260717 15:50:47.328| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:47.328| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:48.330| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
260717 15:50:48.330| ERR| StarterConn|            | Connect failed: Connection refused
260717 15:50:48.330| dbg| StarterConn|            | Connection failed. Try to reconnect in 1 seconds 
260717 15:50:49.331| dbg| StarterConn|            | Start connect to: 127.0.0.1:11533
